1	0.0681780299378766
2	0.05562560757001241
3	0.042102142340607114
4	0.03400971016122235
5	0.02448735127432479
6	0.02358494626565112
7	0.021635739236242242
8	0.02183294865406222
9	0.02078449208703306
10	0.013664659319652451
11	0.013188534623218907
12	0.0127062754602068
13	0.020814657004343137
14	0.026647105218014784
15	0.018180415241254702
16	0.013614283150268925
17	0.012647626973274682
18	0.016225802815622754
19	0.012148784628758827
20	0.012796720541599724
21	0.013034313813679747
22	0.010731180405451192
23	0.011075272793985076
24	0.014687212028851112
25	0.011230960074398253
26	0.01311078822861115
27	0.013877369566924043
28	0.015867653716769483
29	0.01190981175750494
30	0.009885457965234915
31	0.011492464846620956
32	0.0121358845434669
33	0.010473123234179284
34	0.01070931377924151
35	0.01363609198273884
36	0.015551133003706733
37	0.009648473829858832
38	0.010701202114837037
39	0.010688764807329991
40	0.011762044702967009
41	0.013320003636181355
42	0.010166536706189314
43	0.007852975072132217
44	0.011231343054936992
45	0.01251996225780911
46	0.013234013070662817
47	0.013999883137229416
48	0.012842197799020343
49	0.007907335749930806
50	0.013581030691663424
